('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         763004 function calls (738593 primitive calls) in 2.647 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
       23    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 readers.py:64(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
        1    0.000    0.000    0.003    0.003 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2216(IPv6Interface)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 filter.py:43(ElementFilter)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        5    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        1    0.000    0.000    0.957    0.957 client.py:1386(getresponse)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
        1    0.000    0.000    0.000    0.000 traceback.py:424(StackSummary)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 readers.py:22(FileReader)
        1    0.000    0.000    0.010    0.010 _common.py:107(from_package)
        1    0.000    0.000    0.049    0.049 client.py:245(parse_headers)
        1    0.000    0.000    0.002    0.002 struct.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.057    0.057 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.014    0.014 utils.py:765(should_bypass_proxies)
       10    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
       12    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
        1    0.000    0.000    0.007    0.007 _adapters.py:144(_reader)
        6    0.000    0.000    0.001    0.000 cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.000    0.000 inspect.py:3066(from_callable)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
       13    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.008    0.008 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:316(_PySimpleQueue)
       15    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.003    0.003 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
       15    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.390    0.390 _htmlparser.py:449(feed)
       16    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        1    0.000    0.000    0.001    0.001 element.py:308(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
       24    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
       22    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 fnmatch.py:157(_join_translated_parts)
        1    0.000    0.000    0.001    0.001 __init__.py:691(DetectsXMLParsedAsHTML)
        4    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        1    0.000    0.000    0.057    0.057 ssl_.py:390(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.032    0.032 compat.py:18(_resolve_char_detection)
        1    0.000    0.000    0.015    0.015 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        2    0.000    0.000    0.002    0.001 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.031    0.031 css_parser.py:316(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        2    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.022    0.022 element.py:1079(_find_all)
        1    0.000    0.000    0.003    0.003 error.py:1(<module>)
        3    0.000    0.000    0.167    0.056 models.py:890(content)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        3    0.000    0.000    0.032    0.011 __init__.py:71(import_module)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        3    0.000    0.000    0.032    0.011 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 copy.py:62(copy)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        1    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
       16    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
        1    0.000    0.000    0.118    0.118 connectionpool.py:1085(_validate_conn)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       14    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       23    0.000    0.000    0.000    0.000 queue.py:306(_qsize)
       14    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       16    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
       40    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
       50    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.014    0.014 request.py:2660(proxy_bypass_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.390    0.390 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        3    0.000    0.000    0.002    0.001 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 readers.py:137(NamespaceReader)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
       28    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:126(EntryPoint)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3553(Doc)
        3    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        1    0.000    0.000    0.007    0.007 <frozen importlib._bootstrap_external>:1223(get_resource_reader)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 _warnings.py:26(MarkupResemblesLocatorWarning)
       14    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        6    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 element.py:524(get_text)
        1    0.000    0.000    0.001    0.001 adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.001    0.001 parse.py:1170(_splitport)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 request.py:1685(URLopener)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        9    0.000    0.000    0.000    0.000 client.py:1066(_output)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x1097425c0}
       32    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
        1    0.000    0.000    0.000    0.000 socket.py:782(close)
        1    0.000    0.000    0.002    0.002 __init__.py:444(PercentStyle)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        2    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 client.py:1029(send)
        1    0.000    0.000    0.001    0.001 poolmanager.py:305(connection_from_context)
        2    0.000    0.000    0.001    0.000 fnmatch.py:19(fnmatch)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        1    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       42    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
        2    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.021    0.021 filter.py:163(find_all)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       18    0.000    0.000    0.000    0.000 enum.py:1452(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        2    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:791(__iter__)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:306(PackagePath)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 client.py:1084(_send_output)
        2    0.000    0.000    0.000    0.000 enum.py:1718(global_enum)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.022    0.022 element.py:2715(find_all)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        4    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
       11    0.000    0.000    0.000    0.000 queue.py:309(_put)
        1    0.000    0.000    0.000    0.000 socket.py:507(detach)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        6    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        2    0.000    0.000    0.001    0.000 fnmatch.py:38(_compile_pattern)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
        3    0.000    0.000    0.000    0.000 __init__.py:1682(addHandler)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.001    0.000 fnmatch.py:64(fnmatchcase)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        6    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.001    0.001 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        5    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.022    0.022 element.py:2684(find)
        1    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        2    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 __init__.py:1337(Manager)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
        4    0.000    0.000    0.000    0.000 functools.py:1011(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 _colorize.py:8(ANSIColors)
        6    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
       12    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
        1    0.000    0.000    0.001    0.001 request.py:910(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.390    0.390 __init__.py:650(_feed)
       11    0.000    0.000    0.000    0.000 queue.py:312(_get)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.010    0.010 _common.py:51(files)
        1    0.000    0.000    0.003    0.003 certs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1225(send)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        1    0.000    0.000    0.015    0.015 utils.py:826(get_environ_proxies)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 client.py:1322(endheaders)
        1    0.000    0.000    0.000    0.000 __init__.py:98(register)
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 element.py:1486(Doctype)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.003    0.003 __init__.py:477(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        1    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 __init__.py:1433(_fixupChildren)
        3    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
