('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         763004 function calls (738593 primitive calls) in 2.647 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
  125/123    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.047    0.047 client.py:213(_read_headers)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
    78/56    0.000    0.000    0.010    0.000 typing.py:574(__getitem__)
      113    0.000    0.000    0.002    0.000 typing.py:1639(<genexpr>)
       92    0.000    0.000    0.001    0.000 typing.py:1122(_is_unpacked_typevartuple)
        9    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
  121/103    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
       27    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
       50    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
        1    0.000    0.000    0.006    0.006 <frozen ntpath>:1(<module>)
        6    0.000    0.000    0.001    0.000 cookiejar.py:949(set_ok)
       38    0.000    0.000    0.001    0.000 functools.py:544(decorating_function)
        2    0.000    0.000    0.007    0.004 core.py:1(<module>)
      144    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       60    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
       24    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
    38/29    0.000    0.000    0.021    0.001 css_parser.py:732(parse_pseudo_open)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.014    0.014 shutil.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:498(get)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       69    0.000    0.000    0.001    0.000 css_types.py:251(__init__)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      163    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.010    0.010 _typing.py:1(<module>)
       32    0.000    0.000    0.001    0.000 ipaddress.py:1286(__init__)
        8    0.000    0.000    0.001    0.000 <frozen _collections_abc>:979(update)
        1    0.000    0.000    0.010    0.010 _common.py:1(<module>)
        1    0.000    0.000    0.055    0.055 ssl_.py:1(<module>)
       57    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        8    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        1    0.000    0.000    0.058    0.058 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1097ce5c0}
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       23    0.000    0.000    0.001    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.002    0.002 connection.py:369(request)
        6    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        1    0.000    0.000    0.021    0.021 cd.py:1(<module>)
        8    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        2    0.000    0.000    0.003    0.001 _collections.py:1(<module>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
        1    0.000    0.000    0.001    0.001 filter.py:1(<module>)
        2    0.000    0.000    0.085    0.042 parser.py:1(<module>)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
       57    0.000    0.000    0.003    0.000 _htmlparser.py:127(handle_startendtag)
        1    0.000    0.000    0.050    0.050 sessions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:533(get_all)
       12    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        1    0.000    0.000    0.057    0.057 ssl.py:990(_create)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       45    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
       70    0.000    0.000    0.000    0.000 __init__.py:305(escape)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
       44    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        4    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        2    0.000    0.000    0.074    0.037 api.py:1(<module>)
        1    0.000    0.000    0.072    0.072 compat.py:1(<module>)
        1    0.000    0.000    0.011    0.011 hashlib.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.118    0.118 connection.py:669(connect)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.027    0.027 header.py:1(<module>)
        8    0.000    0.000    0.001    0.000 typing.py:2054(__new__)
        1    0.000    0.000    0.007    0.007 selectors.py:1(<module>)
        1    0.000    0.000    0.015    0.015 retry.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       14    0.000    0.000    0.002    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.008    0.004 readers.py:1(<module>)
        1    0.000    0.000    0.137    0.137 formatter.py:1(<module>)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.005    0.005 base64.py:1(<module>)
        1    0.000    0.000    1.250    1.250 sessions.py:673(send)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        1    0.000    0.000    0.390    0.390 __init__.py:209(__init__)
       39    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       13    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
       27    0.000    0.000    0.000    0.000 _collections.py:300(add)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.957    0.957 client.py:324(begin)
        2    0.000    0.000    0.002    0.001 cookiejar.py:1599(make_cookies)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.011    0.011 _local.py:1(<module>)
       39    0.000    0.000    0.164    0.004 models.py:816(generate)
        1    0.000    0.000    0.019    0.019 _htmlparser.py:1(<module>)
        7    0.000    0.000    0.001    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
       54    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       32    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:2696(overload)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x1095b4860}
        1    0.000    0.000    0.002    0.002 ipaddress.py:2383(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.016    0.016 css_match.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:140(put)
      266    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
       69    0.000    0.000    0.001    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       39    0.000    0.000    0.164    0.004 response.py:1044(stream)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
      110    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      108    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
      157    0.000    0.000    0.000    0.000 enum.py:1333(value)
        1    0.000    0.000    0.004    0.004 ssl_.py:219(create_urllib3_context)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        6    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       32    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
      142    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.057    0.057 ssl.py:1365(do_handshake)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       40    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        1    0.000    0.000    0.009    0.009 css_types.py:1(<module>)
        1    0.000    0.000    0.005    0.005 charset.py:1(<module>)
        1    0.000    0.000    0.006    0.006 message.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.003    0.002 cookiejar.py:1680(extract_cookies)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        6    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
       13    0.000    0.000    0.011    0.001 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.005    0.005 ipaddress.py:1(<module>)
        1    0.000    0.000    0.003    0.003 poolmanager.py:1(<module>)
        1    0.000    0.000    0.958    0.958 connection.py:485(getresponse)
        3    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    1.082    1.082 adapters.py:613(send)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 abc.py:16(ResourceReader)
        1    0.000    0.000    0.002    0.002 parser.py:56(parsestr)
        2    0.000    0.000    0.011    0.005 __init__.py:71(search_function)
        8    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.093    0.093 _base_connection.py:1(<module>)
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.002    0.001 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.010    0.010 queue.py:1(<module>)
        1    0.000    0.000    1.079    1.079 connectionpool.py:592(urlopen)
       32    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        1    0.000    0.000    0.002    0.002 calendar.py:1(<module>)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        8    0.000    0.000    0.002    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.007    0.007 pretty.py:1(<module>)
        1    0.000    0.000    0.059    0.059 connection.py:27(create_connection)
        1    0.000    0.000    1.078    1.078 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.000    0.000 filter.py:211(MatchRule)
        1    0.000    0.000    0.120    0.120 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
       13    0.000    0.000    0.000    0.000 parse.py:875(quote)
        2    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
       12    0.000    0.000    0.000    0.000 queue.py:180(get)
        2    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
       12    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        1    0.000    0.000    0.004    0.004 string.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.011    0.001 _htmlparser.py:226(handle_charref)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        8    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1579(_IPv4Constants)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        1    0.000    0.000    0.002    0.002 status_codes.py:1(<module>)
        1    0.000    0.000    0.004    0.004 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.006    0.006 decoder.py:1(<module>)
        1    0.000    0.000    0.003    0.003 heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       29    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
       14    0.000    0.000    0.028    0.002 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
       26    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
       44    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.001    0.001 timeout.py:1(<module>)
       40    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 inspect.py:2477(_signature_from_callable)
       39    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.067    0.067 feedparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.002    0.002 message.py:135(Message)
        1    0.000    0.000    0.004    0.004 idna.py:1(<module>)
        1    0.000    0.000    0.002    0.002 request.py:2569(_proxy_bypass_macosx_sysconf)
       43    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.147    0.147 css.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parser.py:41(parse)
       16    0.000    0.000    0.060    0.004 css_parser.py:296(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        8    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 __init__.py:1151(BeautifulStoneSoup)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.001    0.001 dammit.py:485(EncodingDetector)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        1    0.000    0.000    0.060    0.060 connection.py:192(_new_conn)
        9    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        3    0.000    0.000    0.000    0.000 feedparser.py:102(push)
       24    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        5    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        1    0.000    0.000    0.061    0.061 _policybase.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        4    0.000    0.000    0.001    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.063    0.063 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.005    0.005 sessions.py:457(prepare_request)
        6    0.000    0.000    0.001    0.000 cookiejar.py:726(is_third_party)
        1    0.000    0.000    0.000    0.000 poolmanager.py:492(ProxyManager)
       56    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       57    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.001    0.001 socks.py:1(<module>)
        7    0.000    0.000    0.001    0.000 typing.py:1719(__getitem__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
        6    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
      104    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
       18    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        1    0.000    0.000    0.000    0.000 client.py:1015(close)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    1.271    1.271 sessions.py:500(request)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        1    0.000    0.000    0.000    0.000 ssl_.py:464(is_ipaddress)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        1    0.000    0.000    0.004    0.004 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
       27    0.000    0.000    0.000    0.000 message.py:515(set_raw)
       58    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.013    0.013 socket.py:960(getaddrinfo)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
       18    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _abc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _internal_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.002    0.002 adapters.py:359(build_response)
        6    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        6    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       35    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        7    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        8    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.003    0.003 _markupbase.py:1(<module>)
       11    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    1.271    1.271 api.py:14(request)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        6    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.908    0.908 client.py:291(_read_status)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        1    0.000    0.000    0.004    0.004 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fnmatch.py:85(_translate)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        1    0.000    0.000    0.003    0.003 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:487(items)
       28    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.003    0.003 datetime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        9    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       24    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        1    0.000    0.000    0.004    0.004 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
       23    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
       24    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    0.001    0.001 abc.py:62(Traversable)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.010    0.010 core.py:21(where)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
       37    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.002    0.002 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.004    0.004 bz2.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.003    0.002 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        1    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
        1    0.000    0.000    1.271    1.271 api.py:62(get)
